FlightNumber,AircraftType,DepartureAirport,ArrivalAirport,DepartureTime,ArrivalTime,FlightDuration,FuelConsumed (kg),PayloadWeight (kg),PassengerCount,TaxiOutTime (min),TaxiInTime (min),ExpectedFuel (kg),FuelDifference (kg),RouteDistance (km),AltitudeLevel (ft),CruiseSpeed (km/h),FuelPerPassenger (kg),FuelPerKm (kg/km),EmissionEstimate (kg CO₂)
MS9527,A320,IST,CAI,2025-01-17 16:33,2025-01-17 18:02,89,1943.52,9074,169,12,9,1870.74,72.78,1261.41,36178,845,11.5,1.5408,6141.52
PK6939,A320,DXB,CAI,2025-10-28 15:41,2025-10-28 18:31,170,3637.73,14583,145,14,9,3545.83,91.9,2419.78,32586,851,25.09,1.5033,11495.23
SV5490,A320,DXB,JED,2025-08-14 04:48,2025-08-14 06:43,115,2388.67,9177,177,12,17,2391.77,-3.1,1702.17,32122,887,13.5,1.4033,7548.2
TK1240,A320,DEL,IST,2025-04-15 19:54,2025-04-16 01:04,310,6161.49,16272,161,19,10,6362.72,-201.23,4573.44,35983,883,38.27,1.3472,19470.31
EK5743,A320,KHI,IST,2025-02-28 23:21,2025-03-01 04:12,291,5868.95,15015,120,6,6,5970.15,-101.2,3975.55,35985,817,48.91,1.4763,18545.88
PK1855,A320,DEL,JED,2025-01-02 09:25,2025-01-02 13:47,262,5615.3,11474,98,21,20,5354.74,260.56,3886.02,38858,887,57.3,1.445,17744.35
PK2900,A320,KHI,CAI,2025-10-21 21:51,2025-10-22 01:56,245,4852.65,12244,117,17,10,5022.44,-169.79,3565.44,37141,870,41.48,1.361,15334.37
SV390,A320,JED,DXB,2025-11-12 01:33,2025-11-12 03:29,116,2436.26,9498,131,25,17,2414.98,21.28,1702.17,36109,876,18.6,1.4313,7698.58
PK5764,A320,JED,DOH,2025-10-13 03:04,2025-10-13 04:39,95,1968.47,7252,103,8,20,1972.52,-4.05,1332.96,32703,834,19.11,1.4768,6220.37
PK1330,A320,KHI,DXB,2025-04-28 09:51,2025-04-28 11:14,83,1772.54,13469,98,23,18,1794.69,-22.15,1190.18,31454,857,18.09,1.4893,5601.23
QR5359,A320,JED,DOH,2025-05-28 12:18,2025-05-28 13:59,101,2029.71,7825,89,27,25,2098.25,-68.54,1332.96,33651,788,22.81,1.5227,6413.88
TK5351,A320,DXB,CAI,2025-05-24 16:20,2025-05-24 19:04,164,3587.53,14382,121,23,10,3423.82,163.71,2419.78,34398,882,29.65,1.4826,11336.59
MS8297,A320,KHI,DOH,2025-04-05 16:24,2025-04-05 18:09,105,2151.99,7894,180,30,16,2178.94,-26.95,1568.56,34412,888,11.96,1.372,6800.29
QR7491,A320,DOH,JED,2025-04-18 06:44,2025-04-18 08:25,101,2134.04,16775,94,24,15,2187.75,-53.71,1332.96,34592,789,22.7,1.601,6743.57
TK8639,A320,DXB,DEL,2025-08-27 20:45,2025-08-27 23:20,155,3226.29,15044,158,14,13,3250.44,-24.15,2186.68,32812,844,20.42,1.4754,10195.08
EK4140,A320,DOH,DEL,2025-06-10 02:37,2025-06-10 05:51,194,3914.44,7153,107,25,10,3951.53,-37.09,2553.18,30396,789,36.58,1.5332,12369.63
TK8813,A320,CAI,DEL,2025-10-01 22:18,2025-10-02 03:28,310,6567.57,9116,122,20,15,6291.16,276.41,4412.05,32781,852,53.83,1.4886,20753.52
PK6397,A320,JED,DEL,2025-12-03 21:10,2025-12-04 01:48,278,5694.25,12801,150,25,14,5688.01,6.24,3886.02,32349,838,37.96,1.4653,17993.83
AI8503,A320,DXB,DOH,2025-07-01 23:39,2025-07-02 00:06,27,702.9,13610,87,19,22,676.1,26.8,378.52,33930,813,8.08,1.857,2221.16
AI8070,A320,DEL,CAI,2025-04-17 21:39,2025-04-18 03:17,338,6757.82,16481,102,20,19,6924.81,-166.99,4412.05,36860,781,66.25,1.5317,21354.71
AI2469,A320,CAI,DOH,2025-04-21 10:50,2025-04-21 13:25,155,3034.81,8924,108,16,11,3189.24,-154.43,2060.93,32365,797,28.1,1.4725,9590.0
EK743,A320,JED,DOH,2025-04-08 20:59,2025-04-08 22:30,91,1881.03,11038,177,29,15,1930.38,-49.35,1332.96,30030,871,10.63,1.4112,5944.05
SV1744,A320,JED,DXB,2025-01-26 02:43,2025-01-26 04:45,122,2627.82,12442,124,29,18,2564.42,63.4,1702.17,36909,832,21.19,1.5438,8303.91
MS789,A320,DXB,DOH,2025-03-08 08:05,2025-03-08 08:33,28,664.76,12761,117,11,24,687.61,-22.85,378.52,35146,796,5.68,1.7562,2100.64
SV9093,A320,JED,DOH,2025-04-20 19:42,2025-04-20 21:19,97,2016.12,15806,88,12,25,2098.06,-81.94,1332.96,37246,822,22.91,1.5125,6370.94
MS5115,A320,CAI,DEL,2025-12-08 11:01,2025-12-08 16:07,306,6455.82,6427,172,27,24,6184.27,271.55,4412.05,32285,865,37.53,1.4632,20400.39
SV4581,A320,IST,JED,2025-12-12 18:35,2025-12-12 21:29,174,3504.19,10112,114,7,17,3581.12,-76.93,2383.55,37259,820,30.74,1.4702,11073.24
PK1833,A320,IST,CAI,2025-07-05 23:33,2025-07-06 00:57,84,1690.86,8045,160,24,8,1760.45,-69.59,1261.41,35621,900,10.57,1.3405,5343.12
EK7221,A320,DEL,IST,2025-05-02 06:19,2025-05-02 11:56,337,6924.41,6392,80,14,19,6803.92,120.49,4573.44,36989,812,86.56,1.514,21881.14
AI1509,A320,DOH,IST,2025-08-13 21:10,2025-08-14 00:40,210,4412.68,13881,161,12,24,4338.81,73.87,2756.39,37811,787,27.41,1.6009,13944.07
AI5061,A320,KHI,DEL,2025-08-28 09:46,2025-08-28 11:00,74,1601.42,17504,143,27,23,1655.04,-53.62,1067.83,33983,863,11.2,1.4997,5060.49
TK2436,A320,DOH,IST,2025-10-10 01:11,2025-10-10 04:17,186,3764.55,6014,167,30,9,3780.14,-15.59,2756.39,34109,885,22.54,1.3658,11895.98
SV5203,A320,CAI,JED,2025-12-01 20:16,2025-12-01 21:38,82,1810.17,12868,80,14,8,1768.68,41.49,1214.94,35427,879,22.63,1.4899,5720.14
EK485,A320,CAI,IST,2025-09-15 02:30,2025-09-15 04:06,96,1959.15,8598,152,14,9,2005.98,-46.83,1261.41,37420,783,12.89,1.5531,6190.91
MS9201,A320,DXB,JED,2025-09-04 06:21,2025-09-04 08:18,117,2604.82,17307,132,6,14,2513.07,91.75,1702.17,34191,871,19.73,1.5303,8231.23
TK6555,A320,IST,DEL,2025-04-11 09:33,2025-04-11 15:06,333,6734.08,12069,137,20,14,6780.69,-46.61,4573.44,30330,824,49.15,1.4724,21279.69
EK1161,A320,KHI,JED,2025-07-05 02:39,2025-07-05 05:57,198,4236.25,10909,176,13,17,4069.09,167.16,2882.63,37920,873,24.07,1.4696,13386.55
TK618,A320,IST,CAI,2025-07-22 11:05,2025-07-22 12:37,92,1901.93,7971,95,17,25,1919.71,-17.78,1261.41,37198,820,20.02,1.5078,6010.1
QR1648,A320,DXB,KHI,2025-12-05 09:33,2025-12-05 10:57,84,1834.16,14807,102,24,15,1828.07,6.09,1190.18,34820,845,17.98,1.5411,5795.95
MS1142,A320,DOH,DEL,2025-10-27 22:36,2025-10-28 01:37,181,3639.99,12238,118,24,5,3742.38,-102.39,2553.18,38906,844,30.85,1.4257,11502.37
PK9294,A320,CAI,DEL,2025-12-05 23:12,2025-12-06 04:19,307,6406.18,13396,120,28,11,6273.96,132.22,4412.05,35434,861,53.38,1.452,20243.53
EK5901,A320,JED,DOH,2025-02-19 15:29,2025-02-19 17:05,96,2070.86,9783,157,18,10,2017.83,53.03,1332.96,30651,827,13.19,1.5536,6543.92
QR6024,A320,DEL,IST,2025-03-06 01:58,2025-03-06 07:46,348,7109.02,6082,135,6,23,7020.82,88.2,4573.44,33818,787,52.66,1.5544,22464.5
EK9820,A320,DOH,IST,2025-12-19 12:16,2025-12-19 15:26,190,4124.84,15131,119,23,16,3951.31,173.53,2756.39,38728,868,34.66,1.4965,13034.49
AI9674,A320,KHI,IST,2025-11-08 15:53,2025-11-08 20:40,287,5925.35,15017,178,6,5,5890.17,35.18,3975.55,35365,829,33.29,1.4904,18724.11
TK879,A320,KHI,DXB,2025-10-24 20:06,2025-10-24 21:37,91,2008.52,15418,179,27,7,1974.18,34.34,1190.18,34212,783,11.22,1.6876,6346.92
TK6777,A320,DEL,KHI,2025-02-11 02:07,2025-02-11 03:27,80,1657.53,11823,172,21,10,1718.23,-60.7,1067.83,31290,795,9.64,1.5522,5237.79
EK2603,A320,DXB,CAI,2025-01-08 01:04,2025-01-08 03:56,172,3428.55,8716,95,22,25,3527.16,-98.61,2419.78,36816,840,36.09,1.4169,10834.22
MS2464,A320,IST,CAI,2025-03-27 19:44,2025-03-27 21:10,86,1708.57,6028,108,23,9,1780.28,-71.71,1261.41,38429,880,15.82,1.3545,5399.08
AI6950,A320,DXB,DEL,2025-10-15 11:41,2025-10-15 14:20,159,3408.12,9562,167,18,25,3275.62,132.5,2186.68,33360,825,20.41,1.5586,10769.66
QR8487,A320,DEL,DOH,2025-12-18 05:23,2025-12-18 08:15,172,3381.8,6063,90,17,21,3500.63,-118.83,2553.18,35870,886,37.58,1.3245,10686.49
SV9355,A320,KHI,IST,2025-10-19 08:13,2025-10-19 12:43,270,5279.69,8380,140,16,10,5483.8,-204.11,3975.55,32773,883,37.71,1.328,16683.82
SV3625,A320,JED,CAI,2025-02-04 18:58,2025-02-04 20:30,92,2034.77,15645,151,25,19,1996.45,38.32,1214.94,38879,784,13.48,1.6748,6429.87
AI8343,A320,IST,DOH,2025-01-05 14:42,2025-01-05 18:04,202,4276.1,9051,116,29,19,4130.51,145.59,2756.39,38974,817,36.86,1.5513,13512.48
QR6097,A320,IST,DEL,2025-12-06 04:55,2025-12-06 10:26,331,6529.71,7416,87,24,20,6694.16,-164.45,4573.44,37175,828,75.05,1.4277,20633.88
SV6489,A320,DEL,IST,2025-10-22 06:41,2025-10-22 11:54,313,6695.14,16868,99,17,10,6428.68,266.46,4573.44,34704,874,67.63,1.4639,21156.64
AI9432,A320,DEL,DOH,2025-12-02 13:22,2025-12-02 16:24,182,3834.51,16090,86,12,25,3800.9,33.61,2553.18,36274,839,44.59,1.5019,12117.05
QR7086,A320,CAI,JED,2025-09-11 20:35,2025-09-11 22:02,87,1806.35,8695,100,24,15,1826.95,-20.6,1214.94,38108,833,18.06,1.4868,5708.07
SV3716,A320,DOH,DXB,2025-01-06 05:13,2025-01-06 05:38,25,549.48,6495,84,9,15,564.95,-15.47,378.52,30351,888,6.54,1.4516,1736.36
QR8814,A320,CAI,JED,2025-09-13 08:58,2025-09-13 10:19,81,1715.79,12514,164,23,23,1745.14,-29.35,1214.94,32828,894,10.46,1.4122,5421.9
AI4269,A320,DXB,IST,2025-07-17 01:53,2025-07-17 05:28,215,4252.92,12796,104,28,20,4427.96,-175.04,3029.96,38489,843,40.89,1.4036,13439.23
PK2462,A320,DOH,CAI,2025-10-17 12:59,2025-10-17 15:16,137,2927.5,8427,154,13,8,2824.27,103.23,2060.93,37426,898,19.01,1.4205,9250.9
PK1869,A320,DOH,IST,2025-09-26 18:53,2025-09-26 22:01,188,3828.17,10930,140,21,13,3869.3,-41.13,2756.39,33365,879,27.34,1.3888,12097.02
PK6328,A320,IST,KHI,2025-02-16 12:27,2025-02-16 17:02,275,5638.76,16779,147,9,19,5667.79,-29.03,3975.55,30464,867,38.36,1.4184,17818.48
PK8320,A320,DEL,DXB,2025-02-25 10:42,2025-02-25 13:17,155,3078.44,8596,86,27,16,3185.96,-107.52,2186.68,31454,846,35.8,1.4078,9727.87
TK6080,A320,CAI,DOH,2025-04-21 20:08,2025-04-21 22:35,147,3099.81,15354,154,11,25,3093.54,6.27,2060.93,32152,836,20.13,1.5041,9795.4
PK8259,A320,DOH,IST,2025-05-21 23:35,2025-05-22 02:45,190,4047.35,10838,157,24,13,3908.38,138.97,2756.39,33658,866,25.78,1.4684,12789.63
MS6321,A320,DXB,IST,2025-11-23 21:44,2025-11-24 01:08,204,4039.29,15193,111,13,24,4231.93,-192.64,3029.96,32026,890,36.39,1.3331,12764.16
TK1735,A320,DXB,DOH,2025-08-25 12:37,2025-08-25 13:05,28,731.08,17660,134,17,23,736.6,-5.52,378.52,32191,810,5.46,1.9314,2310.21
MS7538,A320,IST,KHI,2025-11-16 18:08,2025-11-16 22:33,265,5549.66,16045,158,5,7,5460.45,89.21,3975.55,36618,898,35.12,1.3959,17536.93
MS3280,A320,KHI,IST,2025-11-10 05:53,2025-11-10 10:32,279,5481.88,6869,137,14,11,5648.69,-166.81,3975.55,37199,852,40.01,1.3789,17322.74
MS1847,A320,DEL,JED,2025-11-22 15:39,2025-11-22 20:21,282,5568.11,8007,137,23,10,5720.07,-151.96,3886.02,31161,824,40.64,1.4329,17595.23
EK2163,A320,CAI,JED,2025-03-17 05:49,2025-03-17 07:11,82,1699.98,11369,111,30,18,1753.69,-53.71,1214.94,37401,886,15.32,1.3992,5371.94
MS7467,A320,DEL,IST,2025-08-01 11:29,2025-08-01 17:08,339,7253.25,15118,86,10,14,6931.18,322.07,4573.44,38179,809,84.34,1.5859,22920.27
SV8289,A320,CAI,DEL,2025-03-12 09:58,2025-03-12 15:06,308,6397.1,17713,120,27,17,6337.13,59.97,4412.05,31310,857,53.31,1.4499,20214.84
SV2236,A320,DOH,CAI,2025-09-02 18:02,2025-09-02 20:35,153,3262.99,13425,112,8,6,3194.25,68.74,2060.93,37587,807,29.13,1.5833,10311.05
PK2480,A320,DEL,KHI,2025-12-08 10:05,2025-12-08 11:27,82,1882.5,15486,104,30,24,1794.8600000000001,87.64,1067.83,37935,780,18.1,1.7629,5948.7
AI938,A320,KHI,IST,2025-01-10 06:05,2025-01-10 11:03,298,6301.56,10958,161,6,5,6069.58,231.98,3975.55,30211,798,39.14,1.5851,19912.93
EK8579,A320,IST,DEL,2025-03-23 11:47,2025-03-23 16:52,305,6328.2,17593,81,26,14,6275.93,52.27,4573.44,34514,899,78.13,1.3837,19997.11
TK4380,A320,IST,DEL,2025-06-05 01:40,2025-06-05 06:48,308,6444.32,14911,134,7,5,6309.11,135.21,4573.44,32018,890,48.09,1.4091,20364.05
EK9172,A320,DXB,JED,2025-06-16 09:56,2025-06-16 11:54,118,2450.1,14626,118,10,18,2506.26,-56.16,1702.17,37312,864,20.76,1.4394,7742.32
TK5480,A320,DOH,DEL,2025-01-25 10:59,2025-01-25 13:51,172,3562.71,12509,149,6,16,3565.09,-2.38,2553.18,34781,887,23.91,1.3954,11258.16
QR3065,A320,JED,DOH,2025-05-16 06:46,2025-05-16 08:17,91,2027.24,12899,115,13,15,1948.99,78.25,1332.96,37167,870,17.63,1.5209,6406.08
AI5252,A320,IST,DXB,2025-02-28 09:37,2025-02-28 13:11,214,4158.01,6649,150,24,25,4346.49,-188.48,3029.96,34985,849,27.72,1.3723,13139.31
MS326,A320,IST,DXB,2025-05-26 23:03,2025-05-27 02:53,230,4498.3,7955,155,9,20,4679.55,-181.25,3029.96,36405,789,29.02,1.4846,14214.63
AI6861,A320,DXB,DEL,2025-01-13 12:20,2025-01-13 14:53,153,3300.22,8687,115,30,20,3146.87,153.35,2186.68,31186,855,28.7,1.5092,10428.7
QR5805,A320,DXB,DEL,2025-12-24 04:18,2025-12-24 06:58,160,3404.94,17145,162,29,9,3371.45,33.49,2186.68,31153,820,21.02,1.5571,10759.61
SV6133,A320,DEL,JED,2025-01-25 16:49,2025-01-25 21:13,264,5722.16,17974,122,30,22,5459.74,262.42,3886.02,32192,883,46.9,1.4725,18082.03
AI1728,A320,DOH,KHI,2025-10-24 13:50,2025-10-24 15:35,105,2215.74,8596,161,13,16,2185.96,29.78,1568.56,33467,893,13.76,1.4126,7001.74
AI1085,A320,DEL,CAI,2025-07-19 13:48,2025-07-19 18:43,295,6180.57,6898,172,13,16,5968.98,211.59,4412.05,31823,895,35.93,1.4008,19530.6
PK4585,A320,JED,DOH,2025-03-27 04:01,2025-03-27 05:34,93,1967.41,13688,177,10,12,1996.88,-29.47,1332.96,31171,853,11.12,1.476,6217.02
MS1224,A320,CAI,DEL,2025-11-15 15:30,2025-11-15 21:03,333,6458.45,9066,99,12,12,6750.66,-292.21,4412.05,32610,793,65.24,1.4638,20408.7
SV3326,A320,DEL,KHI,2025-10-27 06:46,2025-10-27 08:01,75,1745.93,17810,145,20,19,1678.1,67.83,1067.83,32701,847,12.04,1.635,5517.14
AI5614,A320,JED,IST,2025-12-24 12:38,2025-12-24 15:17,159,3317.36,16616,164,10,9,3346.16,-28.8,2383.55,38332,899,20.23,1.3918,10482.86
QR6488,A320,DXB,KHI,2025-01-03 21:31,2025-01-03 22:58,87,1833.31,8872,132,26,5,1828.72,4.59,1190.18,35673,812,13.89,1.5404,5793.26
AI2473,A320,DEL,JED,2025-06-19 13:07,2025-06-19 17:33,266,5336.14,10759,126,18,16,5427.59,-91.45,3886.02,31458,874,42.35,1.3732,16862.2
SV2249,A320,DEL,CAI,2025-12-26 05:11,2025-12-26 10:38,327,6849.92,9262,103,30,20,6632.62,217.3,4412.05,33264,808,66.5,1.5525,21645.75
PK7651,A320,IST,KHI,2025-12-23 17:02,2025-12-23 21:30,268,5536.62,18000,160,24,17,5540.0,-3.38,3975.55,36273,888,34.6,1.3927,17495.72
MS1957,A320,JED,KHI,2025-08-01 01:13,2025-08-01 04:50,217,4285.39,9863,144,30,16,4438.63,-153.24,2882.63,36176,794,29.76,1.4866,13541.83
MS6824,A320,IST,CAI,2025-04-22 10:10,2025-04-22 11:46,96,1999.68,6168,99,10,12,1981.68,18.0,1261.41,36558,786,20.2,1.5853,6318.99
AI9567,A320,JED,DXB,2025-09-23 06:00,2025-09-23 07:59,119,2545.54,9620,165,27,15,2476.2,69.34,1702.17,37613,856,15.43,1.4955,8043.91
SV3211,A320,KHI,DOH,2025-03-04 10:11,2025-03-04 12:04,113,2380.19,9002,82,13,7,2350.02,30.17,1568.56,32683,831,29.03,1.5174,7521.4
EK9811,A320,CAI,KHI,2025-02-04 12:14,2025-02-04 16:33,259,5483.48,6318,149,9,25,5243.18,240.3,3565.44,36359,823,36.8,1.538,17327.8
AI621,A320,IST,CAI,2025-01-13 03:53,2025-01-13 05:18,85,1881.4,13195,125,26,11,1831.95,49.45,1261.41,35079,884,15.05,1.4915,5945.22
AI4912,A320,DXB,IST,2025-09-14 10:37,2025-09-14 14:17,220,4670.16,10184,102,5,20,4501.84,168.32,3029.96,34248,824,45.79,1.5413,14757.71
QR2390,A320,DOH,CAI,2025-10-18 05:43,2025-10-18 08:03,140,2852.87,13193,171,6,11,2931.93,-79.06,2060.93,35000,878,16.68,1.3843,9015.07
PK1793,A320,DOH,DEL,2025-10-14 03:58,2025-10-14 06:51,173,3626.18,14101,176,8,15,3601.01,25.17,2553.18,36390,883,20.6,1.4203,11458.73
QR9877,A320,CAI,DEL,2025-05-02 09:09,2025-05-02 14:10,301,6304.76,8914,164,8,24,6109.14,195.62,4412.05,38316,879,38.44,1.429,19923.04
EK2917,A320,IST,DEL,2025-12-02 08:20,2025-12-02 13:53,333,6589.34,12855,160,16,7,6788.55,-199.21,4573.44,33903,822,41.18,1.4408,20822.31
MS6402,A320,JED,KHI,2025-04-04 19:23,2025-04-04 22:54,211,4233.23,16464,85,24,23,4384.64,-151.41,2882.63,35761,817,49.8,1.4685,13377.01
TK240,A320,JED,KHI,2025-06-26 09:54,2025-06-26 13:10,196,4244.24,12514,135,23,22,4045.14,199.1,2882.63,37546,878,31.44,1.4723,13411.8
AI4133,A320,IST,DEL,2025-12-20 19:19,2025-12-21 00:50,331,6523.62,13301,180,16,13,6753.01,-229.39,4573.44,33921,828,36.24,1.4264,20614.64
QR8778,A320,IST,DXB,2025-06-21 03:39,2025-06-21 07:01,202,4303.72,10833,131,23,9,4148.33,155.39,3029.96,32620,899,32.85,1.4204,13599.76
PK7206,A320,DEL,CAI,2025-10-25 17:29,2025-10-25 22:49,320,6446.61,17472,123,30,8,6574.72,-128.11,4412.05,38227,826,52.41,1.4611,20371.29
AI1219,A320,CAI,DXB,2025-06-13 19:23,2025-06-13 22:11,168,3599.4,11458,82,11,6,3474.58,124.82,2419.78,32614,863,43.9,1.4875,11374.1
QR4387,A320,IST,JED,2025-01-17 19:30,2025-01-17 22:21,171,3478.37,7120,152,27,24,3491.2,-12.83,2383.55,31117,835,22.88,1.4593,10991.65
QR7722,A320,DEL,IST,2025-01-01 08:39,2025-01-01 14:11,332,6911.79,12352,176,9,12,6763.52,148.27,4573.44,33348,825,39.27,1.5113,21841.26
EK3423,A320,DOH,DXB,2025-08-04 05:11,2025-08-04 05:37,26,716.4,16290,102,9,21,682.9,33.5,378.52,37040,868,7.02,1.8926,2263.82
QR5101,A320,IST,DXB,2025-02-26 11:22,2025-02-26 15:00,218,4431.83,17570,118,5,5,4535.7,-103.87,3029.96,30555,833,37.56,1.4627,14004.58
SV5921,A320,DEL,IST,2025-11-02 07:21,2025-11-02 12:38,317,6605.01,15620,121,25,14,6496.2,108.81,4573.44,31498,864,54.59,1.4442,20871.83
EK6897,A320,DXB,DOH,2025-08-20 21:13,2025-08-20 21:40,27,610.71,7678,139,27,6,616.78,-6.07,378.52,30598,834,4.39,1.6134,1929.84
AI1984,A320,DXB,JED,2025-03-23 21:22,2025-03-23 23:20,118,2613.94,15934,150,6,9,2519.34,94.6,1702.17,38341,864,17.43,1.5357,8260.05
QR7706,A320,JED,DEL,2025-08-03 15:17,2025-08-03 19:45,268,5756.23,17797,102,27,15,5537.97,218.26,3886.02,37112,868,56.43,1.4813,18189.69
QR8130,A320,KHI,CAI,2025-01-06 07:57,2025-01-06 12:25,268,5301.95,15448,85,20,10,5514.48,-212.53,3565.44,37049,798,62.38,1.487,16754.16
MS2672,A320,KHI,DEL,2025-09-24 15:29,2025-09-24 16:46,77,1684.17,13636,159,22,17,1676.3600000000001,7.81,1067.83,32333,829,10.59,1.5772,5321.98
TK3714,A320,CAI,DEL,2025-03-22 13:21,2025-03-22 18:41,320,6859.76,13811,156,30,13,6538.11,321.65,4412.05,35258,825,43.97,1.5548,21676.84
QR6299,A320,DEL,KHI,2025-01-19 03:26,2025-01-19 04:40,74,1530.46,11548,88,30,10,1595.48,-65.02,1067.83,37595,864,17.39,1.4332,4836.25
PK4869,A320,IST,DOH,2025-02-25 01:55,2025-02-25 05:13,198,3957.2,8758,178,23,24,4047.58,-90.38,2756.39,30961,835,22.23,1.4356,12504.75
QR5282,A320,JED,DEL,2025-09-02 21:11,2025-09-03 01:53,282,6003.55,9825,119,13,10,5738.25,265.3,3886.02,38163,825,50.45,1.5449,18971.22
SV3591,A320,DXB,DEL,2025-12-28 15:56,2025-12-28 18:39,163,3499.86,7825,139,30,11,3338.25,161.61,2186.68,37844,801,25.18,1.6005,11059.56
EK1325,A320,DXB,CAI,2025-04-12 18:37,2025-04-12 21:34,177,3804.6,14377,114,19,11,3683.77,120.83,2419.78,38500,819,33.37,1.5723,12022.54
MS6524,A320,DXB,DOH,2025-11-26 03:56,2025-11-26 04:21,25,639.35,12930,170,16,15,629.3,10.05,378.52,34529,878,3.76,1.6891,2020.35
EK7170,A320,IST,KHI,2025-05-28 00:11,2025-05-28 04:53,282,5820.4,9737,88,11,5,5737.37,83.03,3975.55,34124,843,66.14,1.4641,18392.46
MS854,A320,KHI,IST,2025-02-28 03:25,2025-02-28 07:53,268,5577.22,15324,156,30,7,5513.24,63.98,3975.55,38481,888,35.75,1.4029,17624.02
MS6223,A320,KHI,JED,2025-07-07 06:10,2025-07-07 09:37,207,4337.87,15781,101,24,5,4297.81,40.06,2882.63,34190,834,42.95,1.5048,13707.67
AI4492,A320,CAI,IST,2025-04-11 19:12,2025-04-11 20:41,89,1932.41,11806,130,26,15,1898.06,34.35,1261.41,32367,845,14.86,1.5319,6106.42
MS6698,A320,DXB,CAI,2025-02-23 05:53,2025-02-23 08:38,165,3574.39,10968,168,23,11,3409.68,164.71,2419.78,36574,875,21.28,1.4772,11295.07
TK1914,A320,JED,IST,2025-01-23 05:26,2025-01-23 08:07,161,3310.35,6441,110,9,16,3284.41,25.94,2383.55,35707,883,30.09,1.3888,10460.71
QR8589,A320,IST,CAI,2025-08-05 04:15,2025-08-05 05:43,88,1997.53,15781,101,6,17,1917.81,79.72,1261.41,33059,854,19.78,1.5836,6312.19
QR318,A320,DOH,KHI,2025-08-20 00:11,2025-08-20 02:07,116,2387.04,12863,93,6,5,2448.63,-61.59,1568.56,30971,809,25.67,1.5218,7543.05
EK2674,A320,DEL,IST,2025-08-09 01:43,2025-08-09 07:23,340,7240.42,14420,169,26,12,6944.2,296.22,4573.44,30522,807,42.84,1.5831,22879.73
TK6117,A320,CAI,DOH,2025-11-25 01:45,2025-11-25 04:15,150,2966.98,10561,174,13,8,3105.61,-138.63,2060.93,35688,822,17.05,1.4396,9375.66
AI9979,A320,JED,CAI,2025-01-28 17:14,2025-01-28 18:44,90,1888.21,16726,123,20,13,1967.26,-79.05,1214.94,32620,807,15.35,1.5542,5966.74
PK7920,A320,DXB,KHI,2025-09-10 11:45,2025-09-10 13:06,81,1693.51,6257,112,14,5,1682.57,10.94,1190.18,37125,876,15.12,1.4229,5351.49
MS2856,A320,KHI,DEL,2025-04-19 03:04,2025-04-19 04:24,80,1688.3,8671,177,22,16,1686.71,1.59,1067.83,38716,796,9.54,1.5811,5335.03
EK6478,A320,KHI,JED,2025-05-02 13:48,2025-05-02 17:26,218,4587.72,11203,111,29,22,4472.03,115.69,2882.63,34608,792,41.33,1.5915,14497.2
MS2546,A320,IST,KHI,2025-08-25 19:45,2025-08-26 00:21,276,5755.22,17082,101,22,5,5690.82,64.4,3975.55,38435,864,56.98,1.4477,18186.5
MS7626,A320,DXB,IST,2025-09-04 23:12,2025-09-05 03:00,228,4515.17,13343,126,14,7,4693.43,-178.26,3029.96,36075,794,35.83,1.4902,14267.94
TK7257,A320,JED,KHI,2025-04-17 12:58,2025-04-17 16:31,213,4460.34,8510,152,20,22,4345.1,115.24,2882.63,33773,811,29.34,1.5473,14094.67
QR3382,A320,JED,KHI,2025-08-03 04:06,2025-08-03 07:34,208,4171.08,13891,175,14,6,4298.91,-127.83,2882.63,31930,828,23.83,1.447,13180.61
MS7232,A320,DEL,DOH,2025-12-28 17:57,2025-12-28 20:53,176,3511.67,12252,138,26,21,3642.52,-130.85,2553.18,37344,866,25.45,1.3754,11096.88
EK2847,A320,JED,DEL,2025-01-06 15:36,2025-01-06 20:10,274,5577.36,13683,111,8,22,5616.83,-39.47,3886.02,36526,848,50.25,1.4352,17624.46
AI7410,A320,DXB,DEL,2025-12-24 02:28,2025-12-24 04:59,151,3101.23,14498,80,12,20,3164.98,-63.75,2186.68,31174,865,38.77,1.4182,9799.89
AI3897,A320,DXB,KHI,2025-03-28 02:34,2025-03-28 03:58,84,1790.13,9048,106,27,8,1770.48,19.65,1190.18,32960,841,16.89,1.5041,5656.81
EK905,A320,DXB,DEL,2025-12-26 16:05,2025-12-26 18:49,164,3554.93,11129,144,20,14,3391.29,163.64,2186.68,36101,796,24.69,1.6257,11233.58
SV7576,A320,IST,KHI,2025-02-09 16:17,2025-02-09 20:45,268,5380.27,12592,134,10,21,5485.92,-105.65,3975.55,35709,888,40.15,1.3533,17001.65
QR9677,A320,CAI,KHI,2025-04-13 14:32,2025-04-13 18:31,239,4719.42,11269,98,20,14,4892.69,-173.27,3565.44,33811,894,48.16,1.3237,14913.37
QR967,A320,CAI,DOH,2025-06-08 11:25,2025-06-08 13:43,138,2959.06,17089,98,6,12,2930.89,28.17,2060.93,37082,892,30.19,1.4358,9350.63
MS8460,A320,DOH,CAI,2025-08-17 23:21,2025-08-18 01:40,139,3028.95,17160,124,6,22,2951.6,77.35,2060.93,32570,884,24.43,1.4697,9571.48
